@relation NNGC1_dataset_D1_V1_002
@attribute TimeStamp real [5, 1179]
@attribute Lag04 real [53, 1295]
@attribute Lag03 real [53, 1295]
@attribute Lag02 real [53, 1295]
@attribute Lag01 real [53, 1295]
@attribute Lag00 real [53, 1295]
@inputs Lag04, Lag03, Lag02, Lag01
@outputs Lag00
@data
809, 430, 366, 490, 416, 279
810, 366, 490, 416, 279, 636
811, 490, 416, 279, 636, 590
812, 416, 279, 636, 590, 520
813, 279, 636, 590, 520, 505
814, 636, 590, 520, 505, 509
815, 590, 520, 505, 509, 650
816, 520, 505, 509, 650, 590
817, 505, 509, 650, 590, 612
818, 509, 650, 590, 612, 612
819, 650, 590, 612, 612, 852
820, 590, 612, 612, 852, 551
821, 612, 612, 852, 551, 561
822, 612, 852, 551, 561, 730
823, 852, 551, 561, 730, 489
824, 551, 561, 730, 489, 552
825, 561, 730, 489, 552, 525
826, 730, 489, 552, 525, 355
827, 489, 552, 525, 355, 574
828, 552, 525, 355, 574, 396
829, 525, 355, 574, 396, 715
830, 355, 574, 396, 715, 496
831, 574, 396, 715, 496, 473
832, 396, 715, 496, 473, 410
833, 715, 496, 473, 410, 462
834, 496, 473, 410, 462, 473
835, 473, 410, 462, 473, 478
836, 410, 462, 473, 478, 652
837, 462, 473, 478, 652, 412
838, 473, 478, 652, 412, 445
839, 478, 652, 412, 445, 472
840, 652, 412, 445, 472, 697
841, 412, 445, 472, 697, 470
842, 445, 472, 697, 470, 459
843, 472, 697, 470, 459, 587
844, 697, 470, 459, 587, 481
845, 470, 459, 587, 481, 441
846, 459, 587, 481, 441, 711
847, 587, 481, 441, 711, 493
848, 481, 441, 711, 493, 455
849, 441, 711, 493, 455, 640
850, 711, 493, 455, 640, 197
851, 493, 455, 640, 197, 546
852, 455, 640, 197, 546, 382
853, 640, 197, 546, 382, 540
854, 197, 546, 382, 540, 441
855, 546, 382, 540, 441, 549
856, 382, 540, 441, 549, 493
857, 540, 441, 549, 493, 464
858, 441, 549, 493, 464, 431
859, 549, 493, 464, 431, 473
860, 493, 464, 431, 473, 413
861, 464, 431, 473, 413, 514
862, 431, 473, 413, 514, 522
863, 473, 413, 514, 522, 638
864, 413, 514, 522, 638, 793
865, 514, 522, 638, 793, 799
866, 522, 638, 793, 799, 603
867, 638, 793, 799, 603, 773
868, 793, 799, 603, 773, 677
869, 799, 603, 773, 677, 524
870, 603, 773, 677, 524, 704
871, 773, 677, 524, 704, 430
872, 677, 524, 704, 430, 370
873, 524, 704, 430, 370, 875
874, 704, 430, 370, 875, 787
875, 430, 370, 875, 787, 684
876, 370, 875, 787, 684, 385
877, 875, 787, 684, 385, 513
878, 787, 684, 385, 513, 452
879, 684, 385, 513, 452, 498
880, 385, 513, 452, 498, 478
881, 513, 452, 498, 478, 602
882, 452, 498, 478, 602, 538
883, 498, 478, 602, 538, 546
884, 478, 602, 538, 546, 498
885, 602, 538, 546, 498, 540
886, 538, 546, 498, 540, 575
887, 546, 498, 540, 575, 596
888, 498, 540, 575, 596, 448
889, 540, 575, 596, 448, 581
890, 575, 596, 448, 581, 561
891, 596, 448, 581, 561, 550
892, 448, 581, 561, 550, 589
893, 581, 561, 550, 589, 235
894, 561, 550, 589, 235, 434
895, 550, 589, 235, 434, 398
896, 589, 235, 434, 398, 581
897, 235, 434, 398, 581, 339
898, 434, 398, 581, 339, 513
899, 398, 581, 339, 513, 245
900, 581, 339, 513, 245, 451
901, 339, 513, 245, 451, 680
902, 513, 245, 451, 680, 470
903, 245, 451, 680, 470, 480
904, 451, 680, 470, 480, 555
905, 680, 470, 480, 555, 884
906, 470, 480, 555, 884, 430
907, 480, 555, 884, 430, 451
908, 555, 884, 430, 451, 533
909, 884, 430, 451, 533, 668
910, 430, 451, 533, 668, 594
911, 451, 533, 668, 594, 523
912, 533, 668, 594, 523, 503
913, 668, 594, 523, 503, 724
914, 594, 523, 503, 724, 315
915, 523, 503, 724, 315, 522
916, 503, 724, 315, 522, 414
917, 724, 315, 522, 414, 600
918, 315, 522, 414, 600, 701
919, 522, 414, 600, 701, 533
920, 414, 600, 701, 533, 443
921, 600, 701, 533, 443, 804
922, 701, 533, 443, 804, 615
923, 533, 443, 804, 615, 722
924, 443, 804, 615, 722, 344
925, 804, 615, 722, 344, 632
926, 615, 722, 344, 632, 550
927, 722, 344, 632, 550, 602
928, 344, 632, 550, 602, 338
929, 632, 550, 602, 338, 518
930, 550, 602, 338, 518, 348
931, 602, 338, 518, 348, 587
932, 338, 518, 348, 587, 480
933, 518, 348, 587, 480, 302
934, 348, 587, 480, 302, 438
935, 587, 480, 302, 438, 421
936, 480, 302, 438, 421, 484
937, 302, 438, 421, 484, 377
938, 438, 421, 484, 377, 521
939, 421, 484, 377, 521, 486
940, 484, 377, 521, 486, 497
941, 377, 521, 486, 497, 341
942, 521, 486, 497, 341, 698
943, 486, 497, 341, 698, 521
944, 497, 341, 698, 521, 310
945, 341, 698, 521, 310, 719
946, 698, 521, 310, 719, 453
947, 521, 310, 719, 453, 490
948, 310, 719, 453, 490, 487
949, 719, 453, 490, 487, 590
950, 453, 490, 487, 590, 518
951, 490, 487, 590, 518, 884
952, 487, 590, 518, 884, 347
953, 590, 518, 884, 347, 562
954, 518, 884, 347, 562, 694
955, 884, 347, 562, 694, 712
956, 347, 562, 694, 712, 636
957, 562, 694, 712, 636, 740
958, 694, 712, 636, 740, 721
959, 712, 636, 740, 721, 592
960, 636, 740, 721, 592, 482
961, 740, 721, 592, 482, 580
962, 721, 592, 482, 580, 891
963, 592, 482, 580, 891, 563
964, 482, 580, 891, 563, 325
965, 580, 891, 563, 325, 664
966, 891, 563, 325, 664, 518
967, 563, 325, 664, 518, 692
968, 325, 664, 518, 692, 496
969, 664, 518, 692, 496, 678
970, 518, 692, 496, 678, 863
971, 692, 496, 678, 863, 786
972, 496, 678, 863, 786, 507
973, 678, 863, 786, 507, 813
974, 863, 786, 507, 813, 692
975, 786, 507, 813, 692, 489
976, 507, 813, 692, 489, 865
977, 813, 692, 489, 865, 829
978, 692, 489, 865, 829, 711
979, 489, 865, 829, 711, 752
980, 865, 829, 711, 752, 555
981, 829, 711, 752, 555, 637
982, 711, 752, 555, 637, 781
983, 752, 555, 637, 781, 808
984, 555, 637, 781, 808, 573
985, 637, 781, 808, 573, 621
986, 781, 808, 573, 621, 947
987, 808, 573, 621, 947, 579
988, 573, 621, 947, 579, 675
989, 621, 947, 579, 675, 582
990, 947, 579, 675, 582, 464
991, 579, 675, 582, 464, 935
992, 675, 582, 464, 935, 955
993, 582, 464, 935, 955, 773
994, 464, 935, 955, 773, 748
995, 935, 955, 773, 748, 695
996, 955, 773, 748, 695, 640
997, 773, 748, 695, 640, 776
998, 748, 695, 640, 776, 542
999, 695, 640, 776, 542, 822
1000, 640, 776, 542, 822, 740
1001, 776, 542, 822, 740, 831
1002, 542, 822, 740, 831, 438
1003, 822, 740, 831, 438, 696
1004, 740, 831, 438, 696, 771
1005, 831, 438, 696, 771, 816
1006, 438, 696, 771, 816, 765
1007, 696, 771, 816, 765, 728
1008, 771, 816, 765, 728, 617
1009, 816, 765, 728, 617, 736
1010, 765, 728, 617, 736, 570
1011, 728, 617, 736, 570, 475
1012, 617, 736, 570, 475, 868
1013, 736, 570, 475, 868, 685
1014, 570, 475, 868, 685, 727
1015, 475, 868, 685, 727, 669
1016, 868, 685, 727, 669, 720
1017, 685, 727, 669, 720, 785
1018, 727, 669, 720, 785, 782
1019, 669, 720, 785, 782, 897
1020, 720, 785, 782, 897, 714
1021, 785, 782, 897, 714, 863
1022, 782, 897, 714, 863, 1064
1023, 897, 714, 863, 1064, 853
1024, 714, 863, 1064, 853, 844
1025, 863, 1064, 853, 844, 1079
1026, 1064, 853, 844, 1079, 866
1027, 853, 844, 1079, 866, 708
1028, 844, 1079, 866, 708, 574
1029, 1079, 866, 708, 574, 784
1030, 866, 708, 574, 784, 1132
1031, 708, 574, 784, 1132, 1032
1032, 574, 784, 1132, 1032, 594
1033, 784, 1132, 1032, 594, 691
1034, 1132, 1032, 594, 691, 1077
1035, 1032, 594, 691, 1077, 870
1036, 594, 691, 1077, 870, 985
1037, 691, 1077, 870, 985, 667
1038, 1077, 870, 985, 667, 952
1039, 870, 985, 667, 952, 990
1040, 985, 667, 952, 990, 757
1041, 667, 952, 990, 757, 961
1042, 952, 990, 757, 961, 672
1043, 990, 757, 961, 672, 792
1044, 757, 961, 672, 792, 828
1045, 961, 672, 792, 828, 1016
1046, 672, 792, 828, 1016, 572
1047, 792, 828, 1016, 572, 594
1048, 828, 1016, 572, 594, 773
1049, 1016, 572, 594, 773, 1090
1050, 572, 594, 773, 1090, 915
1051, 594, 773, 1090, 915, 738
1052, 773, 1090, 915, 738, 888
1053, 1090, 915, 738, 888, 780
1054, 915, 738, 888, 780, 809
1055, 738, 888, 780, 809, 801
1056, 888, 780, 809, 801, 1038
1057, 780, 809, 801, 1038, 589
1058, 809, 801, 1038, 589, 740
1059, 801, 1038, 589, 740, 767
1060, 1038, 589, 740, 767, 820
1061, 589, 740, 767, 820, 621
1062, 740, 767, 820, 621, 711
1063, 767, 820, 621, 711, 872
1064, 820, 621, 711, 872, 738
1065, 621, 711, 872, 738, 614
1066, 711, 872, 738, 614, 678
1067, 872, 738, 614, 678, 783
1068, 738, 614, 678, 783, 1002
1069, 614, 678, 783, 1002, 988
1070, 678, 783, 1002, 988, 883
1071, 783, 1002, 988, 883, 1134
1072, 1002, 988, 883, 1134, 981
1073, 988, 883, 1134, 981, 1023
1074, 883, 1134, 981, 1023, 1112
1075, 1134, 981, 1023, 1112, 1105
1076, 981, 1023, 1112, 1105, 744
1077, 1023, 1112, 1105, 744, 1227
1078, 1112, 1105, 744, 1227, 923
1079, 1105, 744, 1227, 923, 758
1080, 744, 1227, 923, 758, 827
1081, 1227, 923, 758, 827, 842
1082, 923, 758, 827, 842, 871
1083, 758, 827, 842, 871, 1070
1084, 827, 842, 871, 1070, 1135
1085, 842, 871, 1070, 1135, 934
1086, 871, 1070, 1135, 934, 738
1087, 1070, 1135, 934, 738, 980
1088, 1135, 934, 738, 980, 931
1089, 934, 738, 980, 931, 578
1090, 738, 980, 931, 578, 908
1091, 980, 931, 578, 908, 811
1092, 931, 578, 908, 811, 1166
1093, 578, 908, 811, 1166, 921
1094, 908, 811, 1166, 921, 830
1095, 811, 1166, 921, 830, 721
1096, 1166, 921, 830, 721, 752
1097, 921, 830, 721, 752, 831
1098, 830, 721, 752, 831, 638
1099, 721, 752, 831, 638, 698
1100, 752, 831, 638, 698, 746
1101, 831, 638, 698, 746, 759
1102, 638, 698, 746, 759, 863
1103, 698, 746, 759, 863, 632
1104, 746, 759, 863, 632, 821
1105, 759, 863, 632, 821, 947
1106, 863, 632, 821, 947, 567
1107, 632, 821, 947, 567, 759
1108, 821, 947, 567, 759, 924
1109, 947, 567, 759, 924, 583
1110, 567, 759, 924, 583, 732
1111, 759, 924, 583, 732, 604
1112, 924, 583, 732, 604, 689
1113, 583, 732, 604, 689, 490
1114, 732, 604, 689, 490, 688
1115, 604, 689, 490, 688, 555
1116, 689, 490, 688, 555, 692
1117, 490, 688, 555, 692, 854
1118, 688, 555, 692, 854, 621
1119, 555, 692, 854, 621, 1021
1120, 692, 854, 621, 1021, 934
1121, 854, 621, 1021, 934, 756
1122, 621, 1021, 934, 756, 1168
1123, 1021, 934, 756, 1168, 1226
1124, 934, 756, 1168, 1226, 834
1125, 756, 1168, 1226, 834, 1295
1126, 1168, 1226, 834, 1295, 771
1127, 1226, 834, 1295, 771, 618
1128, 834, 1295, 771, 618, 919
1129, 1295, 771, 618, 919, 955
1130, 771, 618, 919, 955, 850
1131, 618, 919, 955, 850, 991
1132, 919, 955, 850, 991, 1029
1133, 955, 850, 991, 1029, 756
1134, 850, 991, 1029, 756, 1017
1135, 991, 1029, 756, 1017, 969
1136, 1029, 756, 1017, 969, 1262
1137, 756, 1017, 969, 1262, 951
1138, 1017, 969, 1262, 951, 872
1139, 969, 1262, 951, 872, 1263
1140, 1262, 951, 872, 1263, 1104
1141, 951, 872, 1263, 1104, 858
1142, 872, 1263, 1104, 858, 891
1143, 1263, 1104, 858, 891, 992
1144, 1104, 858, 891, 992, 889
1145, 858, 891, 992, 889, 1192
1146, 891, 992, 889, 1192, 607
1147, 992, 889, 1192, 607, 884
1148, 889, 1192, 607, 884, 1003
1149, 1192, 607, 884, 1003, 915
1150, 607, 884, 1003, 915, 1032
1151, 884, 1003, 915, 1032, 720
1152, 1003, 915, 1032, 720, 922
1153, 915, 1032, 720, 922, 670
1154, 1032, 720, 922, 670, 814
1155, 720, 922, 670, 814, 715
1156, 922, 670, 814, 715, 763
1157, 670, 814, 715, 763, 899
1158, 814, 715, 763, 899, 1093
1159, 715, 763, 899, 1093, 806
1160, 763, 899, 1093, 806, 719
1161, 899, 1093, 806, 719, 989
1162, 1093, 806, 719, 989, 837
1163, 806, 719, 989, 837, 589
1164, 719, 989, 837, 589, 583
1165, 989, 837, 589, 583, 636
1166, 837, 589, 583, 636, 781
1167, 589, 583, 636, 781, 900
1168, 583, 636, 781, 900, 1175
1169, 636, 781, 900, 1175, 776
1170, 781, 900, 1175, 776, 984
1171, 900, 1175, 776, 984, 957
1172, 1175, 776, 984, 957, 964
1173, 776, 984, 957, 964, 978
1174, 984, 957, 964, 978, 870
1175, 957, 964, 978, 870, 900
1176, 964, 978, 870, 900, 1002
1177, 978, 870, 900, 1002, 1090
1178, 870, 900, 1002, 1090, 1072
1179, 900, 1002, 1090, 1072, 1047
