@relation mgts
@attribute TimeStamp real [0, 236]
@attribute Lag04 real [0.41818, 1.3191]
@attribute Lag03 real [0.41818, 1.3191]
@attribute Lag02 real [0.41818, 1.3191]
@attribute Lag01 real [0.41818, 1.3191]
@attribute Lag00 real [0.41818, 1.3191]
@inputs Lag04, Lag03, Lag02, Lag01
@outputs Lag00
@data
509,1.0185,0.71981,0.49462,0.67418,1.0408
510,1.0378,0.78637,0.49402,0.63503,1.0369
511,1.049,0.84885,0.50961,0.59716,1.038
512,1.0531,0.90459,0.54282,0.56206,1.0467
513,1.0515,0.95189,0.59227,0.53172,1.0646
514,1.0466,0.99,0.65325,0.50827,1.0909
515,1.0408,1.0185,0.71981,0.49462,1.1223
516,1.0369,1.0378,0.78637,0.49402,1.1525
517,1.038,1.049,0.84885,0.50961,1.1738
518,1.0467,1.0531,0.90459,0.54282,1.1813
519,1.0646,1.0515,0.95189,0.59227,1.1743
520,1.0909,1.0466,0.99,0.65325,1.1557
521,1.1223,1.0408,1.0185,0.71981,1.1298
522,1.1525,1.0369,1.0378,0.78637,1.1005
523,1.1738,1.038,1.049,0.84885,1.0713
524,1.1813,1.0467,1.0531,0.90459,1.0443
525,1.1743,1.0646,1.0515,0.95189,1.0214
526,1.1557,1.0909,1.0466,0.99,1.0026
527,1.1298,1.1223,1.0408,1.0185,0.98523
528,1.1005,1.1525,1.0369,1.0378,0.96534
529,1.0713,1.1738,1.038,1.049,0.94283
530,1.0443,1.1813,1.0467,1.0531,0.91769
531,1.0214,1.1743,1.0646,1.0515,0.88991
532,1.0026,1.1557,1.0909,1.0466,0.8595
533,0.98523,1.1298,1.1223,1.0408,0.82644
534,0.96534,1.1005,1.1525,1.0369,0.79072
535,0.94283,1.0713,1.1738,1.038,0.75268
536,0.91769,1.0443,1.1813,1.0467,0.71735
537,0.88991,1.0214,1.1743,1.0646,0.68849
538,0.8595,1.0026,1.1557,1.0909,0.66826
539,0.82644,0.98523,1.1298,1.1223,0.65815
540,0.79072,0.96534,1.1005,1.1525,0.65873
541,0.75268,0.94283,1.0713,1.1738,0.66928
542,0.71735,0.91769,1.0443,1.1813,0.68832
543,0.68849,0.88991,1.0214,1.1743,0.71357
544,0.66826,0.8595,1.0026,1.1557,0.74311
545,0.65815,0.82644,0.98523,1.1298,0.7767
546,0.65873,0.79072,0.96534,1.1005,0.81455
547,0.66928,0.75268,0.94283,1.0713,0.85619
548,0.68832,0.71735,0.91769,1.0443,0.90075
549,0.71357,0.68849,0.88991,1.0214,0.94689
550,0.74311,0.66826,0.8595,1.0026,0.99252
551,0.7767,0.65815,0.82644,0.98523,1.0354
552,0.81455,0.65873,0.79072,0.96534,1.0734
553,0.85619,0.66928,0.75268,0.94283,1.1048
554,0.90075,0.68832,0.71735,0.91769,1.1295
555,0.94689,0.71357,0.68849,0.88991,1.1484
556,0.99252,0.74311,0.66826,0.8595,1.1632
557,1.0354,0.7767,0.65815,0.82644,1.1758
558,1.0734,0.81455,0.65873,0.79072,1.1881
559,1.1048,0.85619,0.66928,0.75268,1.2017
560,1.1295,0.90075,0.68832,0.71735,1.217
561,1.1484,0.94689,0.71357,0.68849,1.2341
562,1.1632,0.99252,0.74311,0.66826,1.2525
563,1.1758,1.0354,0.7767,0.65815,1.2707
564,1.1881,1.0734,0.81455,0.65873,1.286
565,1.2017,1.1048,0.85619,0.66928,1.2947
566,1.217,1.1295,0.90075,0.68832,1.2923
567,1.2341,1.1484,0.94689,0.71357,1.2752
568,1.2525,1.1632,0.99252,0.74311,1.2435
569,1.2707,1.1758,1.0354,0.7767,1.1993
570,1.286,1.1881,1.0734,0.81455,1.1469
571,1.2947,1.2017,1.1048,0.85619,1.0904
572,1.2923,1.217,1.1295,0.90075,1.0329
573,1.2752,1.2341,1.1484,0.94689,0.97646
574,1.2435,1.2525,1.1632,0.99252,0.92194
575,1.1993,1.2707,1.1758,1.0354,0.86976
576,1.1469,1.286,1.1881,1.0734,0.81973
577,1.0904,1.2947,1.2017,1.1048,0.77162
578,1.0329,1.2923,1.217,1.1295,0.72517
579,0.97646,1.2752,1.2341,1.1484,0.68012
580,0.92194,1.2435,1.2525,1.1632,0.63672
581,0.86976,1.1993,1.2707,1.1758,0.5953
582,0.81973,1.1469,1.286,1.1881,0.5563
583,0.77162,1.0904,1.2947,1.2017,0.52068
584,0.72517,1.0329,1.2923,1.217,0.48953
585,0.68012,0.97646,1.2752,1.2341,0.46456
586,0.63672,0.92194,1.2435,1.2525,0.448
587,0.5953,0.86976,1.1993,1.2707,0.4431
588,0.5563,0.81973,1.1469,1.286,0.4535
589,0.52068,0.77162,1.0904,1.2947,0.48237
590,0.48953,0.72517,1.0329,1.2923,0.53001
591,0.46456,0.68012,0.97646,1.2752,0.59293
592,0.448,0.63672,0.92194,1.2435,0.66427
593,0.4431,0.5953,0.86976,1.1993,0.73652
594,0.4535,0.5563,0.81973,1.1469,0.80369
595,0.48237,0.52068,0.77162,1.0904,0.86206
596,0.53001,0.48953,0.72517,1.0329,0.90978
597,0.59293,0.46456,0.68012,0.97646,0.94657
598,0.66427,0.448,0.63672,0.92194,0.97273
599,0.73652,0.4431,0.5953,0.86976,0.98928
600,0.80369,0.4535,0.5563,0.81973,0.99737
601,0.86206,0.48237,0.52068,0.77162,0.99835
602,0.90978,0.53001,0.48953,0.72517,0.99397
603,0.94657,0.59293,0.46456,0.68012,0.98602
604,0.97273,0.66427,0.448,0.63672,0.97668
605,0.98928,0.73652,0.4431,0.5953,0.96878
606,0.99737,0.80369,0.4535,0.5563,0.96537
607,0.99835,0.86206,0.48237,0.52068,0.96948
608,0.99397,0.90978,0.53001,0.48953,0.9838
609,0.98602,0.94657,0.59293,0.46456,1.0086
610,0.97668,0.97273,0.66427,0.448,1.0422
611,0.96878,0.98928,0.73652,0.4431,1.0793
612,0.96537,0.99737,0.80369,0.4535,1.1128
613,0.96948,0.99835,0.86206,0.48237,1.1362
614,0.9838,0.99397,0.90978,0.53001,1.1475
615,1.0086,0.98602,0.94657,0.59293,1.1478
616,1.0422,0.97668,0.97273,0.66427,1.1405
617,1.0793,0.96878,0.98928,0.73652,1.1294
618,1.1128,0.96537,0.99737,0.80369,1.1177
619,1.1362,0.96948,0.99835,0.86206,1.1079
620,1.1475,0.9838,0.99397,0.90978,1.1014
621,1.1478,1.0086,0.98602,0.94657,1.0989
622,1.1405,1.0422,0.97668,0.97273,1.0996
623,1.1294,1.0793,0.96878,0.98928,1.1025
624,1.1177,1.1128,0.96537,0.99737,1.105
625,1.1079,1.1362,0.96948,0.99835,1.104
626,1.1014,1.1475,0.9838,0.99397,1.0958
627,1.0989,1.1478,1.0086,0.98602,1.0769
628,1.0996,1.1405,1.0422,0.97668,1.0464
629,1.1025,1.1294,1.0793,0.96878,1.0061
630,1.105,1.1177,1.1128,0.96537,0.96062
631,1.104,1.1079,1.1362,0.96948,0.91454
632,1.0958,1.1014,1.1475,0.9838,0.8713
633,1.0769,1.0989,1.1478,1.0086,0.83327
634,1.0464,1.0996,1.1405,1.0422,0.80146
635,1.0061,1.1025,1.1294,1.0793,0.77616
636,0.96062,1.105,1.1177,1.1128,0.75646
637,0.91454,1.104,1.1079,1.1362,0.74129
638,0.8713,1.0958,1.1014,1.1475,0.72897
639,0.83327,1.0769,1.0989,1.1478,0.71817
640,0.80146,1.0464,1.0996,1.1405,0.70767
641,0.77616,1.0061,1.1025,1.1294,0.6972
642,0.75646,0.96062,1.105,1.1177,0.68753
643,0.74129,0.91454,1.104,1.1079,0.68012
644,0.72897,0.8713,1.0958,1.1014,0.67798
645,0.71817,0.83327,1.0769,1.0989,0.68491
646,0.70767,0.80146,1.0464,1.0996,0.7048
647,0.6972,0.77616,1.0061,1.1025,0.73908
648,0.68753,0.75646,0.96062,1.105,0.78575
649,0.68012,0.74129,0.91454,1.104,0.83947
650,0.67798,0.72897,0.8713,1.0958,0.8944
651,0.68491,0.71817,0.83327,1.0769,0.9465
652,0.7048,0.70767,0.80146,1.0464,0.99368
653,0.73908,0.6972,0.77616,1.0061,1.0354
654,0.78575,0.68753,0.75646,0.96062,1.072
655,0.83947,0.68012,0.74129,0.91454,1.1039
656,0.8944,0.67798,0.72897,0.8713,1.1314
657,0.9465,0.68491,0.71817,0.83327,1.155
658,0.99368,0.7048,0.70767,0.80146,1.1749
659,1.0354,0.73908,0.6972,0.77616,1.1917
660,1.072,0.78575,0.68753,0.75646,1.2057
661,1.1039,0.83947,0.68012,0.74129,1.2175
662,1.1314,0.8944,0.67798,0.72897,1.2285
663,1.155,0.9465,0.68491,0.71817,1.2403
664,1.1749,0.99368,0.7048,0.70767,1.2545
665,1.1917,1.0354,0.73908,0.6972,1.2711
666,1.2057,1.072,0.78575,0.68753,1.2873
667,1.2175,1.1039,0.83947,0.68012,1.2975
668,1.2285,1.1314,0.8944,0.67798,1.2954
669,1.2403,1.155,0.9465,0.68491,1.278
670,1.2545,1.1749,0.99368,0.7048,1.2457
671,1.2711,1.1917,1.0354,0.73908,1.2016
672,1.2873,1.2057,1.072,0.78575,1.1494
673,1.2975,1.2175,1.1039,0.83947,1.0926
674,1.2954,1.2285,1.1314,0.8944,1.0337
675,1.278,1.2403,1.155,0.9465,0.97485
676,1.2457,1.2545,1.1749,0.99368,0.91731
677,1.2016,1.2711,1.1917,1.0354,0.86199
678,1.1494,1.2873,1.2057,1.072,0.80938
679,1.0926,1.2975,1.2175,1.1039,0.75979
680,1.0337,1.2954,1.2285,1.1314,0.71295
681,0.97485,1.278,1.2403,1.155,0.66851
682,0.91731,1.2457,1.2545,1.1749,0.6261
683,0.86199,1.2016,1.2711,1.1917,0.58551
684,0.80938,1.1494,1.2873,1.2057,0.54727
685,0.75979,1.0926,1.2975,1.2175,0.51214
686,0.71295,1.0337,1.2954,1.2285,0.48148
687,0.66851,0.97485,1.278,1.2403,0.45688
688,0.6261,0.91731,1.2457,1.2545,0.4407
689,0.58551,0.86199,1.2016,1.2711,0.43591
690,0.54727,0.80938,1.1494,1.2873,0.44628
691,0.51214,0.75979,1.0926,1.2975,0.4752
692,0.48148,0.71295,1.0337,1.2954,0.52371
693,0.45688,0.66851,0.97485,1.278,0.58819
694,0.4407,0.6261,0.91731,1.2457,0.66123
695,0.43591,0.58551,0.86199,1.2016,0.73448
696,0.44628,0.54727,0.80938,1.1494,0.80156
697,0.4752,0.51214,0.75979,1.0926,0.85897
698,0.52371,0.48148,0.71295,1.0337,0.90542
699,0.58819,0.45688,0.66851,0.97485,0.94079
700,0.66123,0.4407,0.6261,0.91731,0.96581
701,0.73448,0.43591,0.58551,0.86199,0.98136
702,0.80156,0.44628,0.54727,0.80938,0.98851
703,0.85897,0.4752,0.51214,0.75979,0.98884
704,0.90542,0.52371,0.48148,0.71295,0.98392
705,0.94079,0.58819,0.45688,0.66851,0.97544
706,0.96581,0.66123,0.4407,0.6261,0.96578
707,0.98136,0.73448,0.43591,0.58551,0.95756
708,0.98851,0.80156,0.44628,0.54727,0.9538
709,0.98884,0.85897,0.4752,0.51214,0.95779
710,0.98392,0.90542,0.52371,0.48148,0.97212
711,0.97544,0.94079,0.58819,0.45688,0.99738
712,0.96578,0.96581,0.66123,0.4407,1.0317
713,0.95756,0.98136,0.73448,0.43591,1.0697
714,0.9538,0.98851,0.80156,0.44628,1.1043
715,0.95779,0.98884,0.85897,0.4752,1.1292
716,0.97212,0.98392,0.90542,0.52371,1.1426
717,0.99738,0.97544,0.94079,0.58819,1.1455
718,1.0317,0.96578,0.96581,0.66123,1.1411
719,1.0697,0.95756,0.98136,0.73448,1.1331
720,1.1043,0.9538,0.98851,0.80156,1.1246
721,1.1292,0.95779,0.98884,0.85897,1.1177
722,1.1426,0.97212,0.98392,0.90542,1.1142
723,1.1455,0.99738,0.97544,0.94079,1.1142
724,1.1411,1.0317,0.96578,0.96581,1.1175
725,1.1331,1.0697,0.95756,0.98136,1.1226
726,1.1246,1.1043,0.9538,0.98851,1.1272
727,1.1177,1.1292,0.95779,0.98884,1.1283
728,1.1142,1.1426,0.97212,0.98392,1.1221
729,1.1142,1.1455,0.99738,0.97544,1.1048
730,1.1175,1.1411,1.0317,0.96578,1.0754
731,1.1226,1.1331,1.0697,0.95756,1.0355
732,1.1272,1.1246,1.1043,0.9538,0.98952
733,1.1283,1.1177,1.1292,0.95779,0.94237
734,1.1221,1.1142,1.1426,0.97212,0.89745
735,1.1048,1.1142,1.1455,0.99738,0.85716
736,1.0754,1.1175,1.1411,1.0317,0.82244
737,1.0355,1.1226,1.1331,1.0697,0.79357
738,0.98952,1.1272,1.1246,1.1043,0.76966
739,0.94237,1.1283,1.1177,1.1292,0.74961
740,0.89745,1.1221,1.1142,1.1426,0.73198
741,0.85716,1.1048,1.1142,1.1455,0.71555
742,0.82244,1.0754,1.1175,1.1411,0.69933
743,0.79357,1.0355,1.1226,1.1331,0.68301
744,0.76966,0.98952,1.1272,1.1246,0.66751
745,0.74961,0.94237,1.1283,1.1177,0.65409
746,0.73198,0.89745,1.1221,1.1142,0.64552
747,0.71555,0.85716,1.1048,1.1142,0.64542
748,0.69933,0.82244,1.0754,1.1175,0.65794
749,0.68301,0.79357,1.0355,1.1226,0.68571
750,0.66751,0.76966,0.98952,1.1272,0.72824
751,0.65409,0.74961,0.94237,1.1283,0.78099
752,0.64552,0.73198,0.89745,1.1221,0.83806
753,0.64542,0.71555,0.85716,1.1048,0.89431
754,0.65794,0.69933,0.82244,1.0754,0.94663
755,0.68571,0.68301,0.79357,1.0355,0.99356
756,0.72824,0.66751,0.76966,0.98952,1.0349
757,0.78099,0.65409,0.74961,0.94237,1.0707
758,0.83806,0.64552,0.73198,0.89745,1.1017
759,0.89431,0.64542,0.71555,0.85716,1.1278
760,0.94663,0.65794,0.69933,0.82244,1.1494
761,0.99356,0.68571,0.68301,0.79357,1.1667
762,1.0349,0.72824,0.66751,0.76966,1.1798
763,1.0707,0.78099,0.65409,0.74961,1.1895
764,1.1017,0.83806,0.64552,0.73198,1.1975
765,1.1278,0.89431,0.64542,0.71555,1.2057
766,1.1494,0.94663,0.65794,0.69933,1.2165
767,1.1667,0.99356,0.68571,0.68301,1.2311
768,1.1798,1.0349,0.72824,0.66751,1.2493
769,1.1895,1.0707,0.78099,0.65409,1.2676
770,1.1975,1.1017,0.83806,0.64552,1.2797
771,1.2057,1.1278,0.89431,0.64542,1.2793
772,1.2165,1.1494,0.94663,0.65794,1.2633
773,1.2311,1.1667,0.99356,0.68571,1.2325
774,1.2493,1.1798,1.0349,0.72824,1.19
775,1.2676,1.1895,1.0707,0.78099,1.1396
776,1.2797,1.1975,1.1017,0.83806,1.0845
777,1.2793,1.2057,1.1278,0.89431,1.0277
778,1.2633,1.2165,1.1494,0.94663,0.97109
779,1.2325,1.2311,1.1667,0.99356,0.91623
780,1.19,1.2493,1.1798,1.0349,0.86396
781,1.1396,1.2676,1.1895,1.0707,0.81482
782,1.0845,1.2797,1.1975,1.1017,0.76875
783,1.0277,1.2793,1.2057,1.1278,0.72517
784,0.97109,1.2633,1.2165,1.1494,0.68346
785,0.91623,1.2325,1.2311,1.1667,0.64279
786,0.86396,1.19,1.2493,1.1798,0.60325
787,0.81482,1.1396,1.2676,1.1895,0.56559
788,0.76875,1.0845,1.2797,1.1975,0.53068
789,0.72517,1.0277,1.2793,1.2057,0.50013
790,0.68346,0.97109,1.2633,1.2165,0.47576
791,0.64279,0.91623,1.2325,1.2311,0.46002
792,0.60325,0.86396,1.19,1.2493,0.45593
793,0.56559,0.81482,1.1396,1.2676,0.46714
794,0.53068,0.76875,1.0845,1.2797,0.49665
795,0.50013,0.72517,1.0277,1.2793,0.54497
796,0.47576,0.68346,0.97109,1.2633,0.60821
797,0.46002,0.64279,0.91623,1.2325,0.67928
798,0.45593,0.60325,0.86396,1.19,0.75058
799,0.46714,0.56559,0.81482,1.1396,0.81634
800,0.49665,0.53068,0.76875,1.0845,0.87338
801,0.54497,0.50013,0.72517,1.0277,0.92031
802,0.60821,0.47576,0.68346,0.97109,0.95682
803,0.67928,0.46002,0.64279,0.91623,0.98329
804,0.75058,0.45593,0.60325,0.86396,1.0005
805,0.81634,0.46714,0.56559,0.81482,1.0093
806,0.87338,0.49665,0.53068,0.76875,1.0111
807,0.92031,0.54497,0.50013,0.72517,1.0076
808,0.95682,0.60821,0.47576,0.68346,1.0004
809,0.98329,0.67928,0.46002,0.64279,0.99215
810,1.0005,0.75058,0.45593,0.60325,0.98529
811,1.0093,0.81634,0.46714,0.56559,0.9829
812,1.0111,0.87338,0.49665,0.53068,0.98818
813,1.0076,0.92031,0.54497,0.50013,1.0034
814,1.0004,0.95682,0.60821,0.47576,1.029
815,0.99215,0.98329,0.67928,0.46002,1.0625
816,0.98529,1.0005,0.75058,0.45593,1.0982
817,0.9829,1.0093,0.81634,0.46714,1.1288
818,0.98818,1.0111,0.87338,0.49665,1.1486
819,1.0034,1.0076,0.92031,0.54497,1.1555
820,1.029,1.0004,0.95682,0.60821,1.1514
821,1.0625,0.99215,0.98329,0.67928,1.1398
822,1.0982,0.98529,1.0005,0.75058,1.1244
823,1.1288,0.9829,1.0093,0.81634,1.1085
824,1.1486,0.98818,1.0111,0.87338,1.0945
825,1.1555,1.0034,1.0076,0.92031,1.0839
826,1.1514,1.029,1.0004,0.95682,1.0774
827,1.1398,1.0625,0.99215,0.98329,1.0745
828,1.1244,1.0982,0.98529,1.0005,1.0735
829,1.1085,1.1288,0.9829,1.0093,1.0723
830,1.0945,1.1486,0.98818,1.0111,1.0673
831,1.0839,1.1555,1.0034,1.0076,1.0548
832,1.0774,1.1514,1.029,1.0004,1.0322
833,1.0745,1.1398,1.0625,0.99215,0.99876
834,1.0735,1.1244,1.0982,0.98529,0.95743
835,1.0723,1.1085,1.1288,0.9829,0.91251
836,1.0673,1.0945,1.1486,0.98818,0.86822
837,1.0548,1.0839,1.1555,1.0034,0.82788
838,1.0322,1.0774,1.1514,1.029,0.79357
839,0.99876,1.0745,1.1398,1.0625,0.7664
840,0.95743,1.0735,1.1244,1.0982,0.74653
841,0.91251,1.0723,1.1085,1.1288,0.73339
842,0.86822,1.0673,1.0945,1.1486,0.72556
843,0.82788,1.0548,1.0839,1.1555,0.72141
844,0.79357,1.0322,1.0774,1.1514,0.71926
845,0.7664,0.99876,1.0745,1.1398,0.71807
846,0.74653,0.95743,1.0735,1.1244,0.71703
847,0.73339,0.91251,1.0723,1.1085,0.71729
848,0.72556,0.86822,1.0673,1.0945,0.7207
849,0.72141,0.82788,1.0548,1.0839,0.73029
850,0.71926,0.79357,1.0322,1.0774,0.74991
851,0.71807,0.7664,0.99876,1.0745,0.78173
852,0.71703,0.74653,0.95743,1.0735,0.82511
853,0.71729,0.73339,0.91251,1.0723,0.87551
854,0.7207,0.72556,0.86822,1.0673,0.92746
855,0.73029,0.72141,0.82788,1.0548,0.9765
856,0.74991,0.71926,0.79357,1.0322,1.0205
857,0.78173,0.71807,0.7664,0.99876,1.059
858,0.82511,0.71703,0.74653,0.95743,1.0924
859,0.87551,0.71729,0.73339,0.91251,1.1216
860,0.92746,0.7207,0.72556,0.86822,1.1475
861,0.9765,0.73029,0.72141,0.82788,1.1705
862,1.0205,0.74991,0.71926,0.79357,1.191
863,1.059,0.78173,0.71807,0.7664,1.2094
864,1.0924,0.82511,0.71703,0.74653,1.2259
865,1.1216,0.87551,0.71729,0.73339,1.2412
866,1.1475,0.92746,0.7207,0.72556,1.2559
867,1.1705,0.9765,0.73029,0.72141,1.2706
868,1.191,1.0205,0.74991,0.71926,1.286
869,1.2094,1.059,0.78173,0.71807,1.301
870,1.2259,1.0924,0.82511,0.71703,1.3121
871,1.2412,1.1216,0.87551,0.71729,1.3135
872,1.2559,1.1475,0.92746,0.7207,1.3005
873,1.2706,1.1705,0.9765,0.73029,1.2721
874,1.286,1.191,1.0205,0.74991,1.2307
875,1.301,1.2094,1.059,0.78173,1.1801
876,1.3121,1.2259,1.0924,0.82511,1.1237
877,1.3135,1.2412,1.1216,0.87551,1.0643
878,1.3005,1.2559,1.1475,0.92746,1.004
879,1.2721,1.2706,1.1705,0.9765,0.94427
880,1.2307,1.286,1.191,1.0205,0.88611
881,1.1801,1.301,1.2094,1.059,0.83011
882,1.1237,1.3121,1.2259,1.0924,0.7767
883,1.0643,1.3135,1.2412,1.1216,0.72602
884,1.004,1.3005,1.2559,1.1475,0.67803
885,0.94427,1.2721,1.2706,1.1705,0.63267
886,0.88611,1.2307,1.286,1.191,0.58986
887,0.83011,1.1801,1.301,1.2094,0.54969
888,0.7767,1.1237,1.3121,1.2259,0.51267
889,0.72602,1.0643,1.3135,1.2412,0.47975
890,0.67803,1.004,1.3005,1.2559,0.45224
891,0.63267,0.94427,1.2721,1.2706,0.43203
892,0.58986,0.88611,1.2307,1.286,0.42163
893,0.54969,0.83011,1.1801,1.301,0.42461
894,0.51267,0.7767,1.1237,1.3121,0.44473
895,0.47975,0.72602,1.0643,1.3135,0.48475
896,0.45224,0.67803,1.004,1.3005,0.54344
897,0.43203,0.63267,0.94427,1.2721,0.6149
898,0.42163,0.58986,0.88611,1.2307,0.6904
899,0.42461,0.54969,0.83011,1.1801,0.76197
900,0.44473,0.51267,0.7767,1.1237,0.82448
901,0.48475,0.47975,0.72602,1.0643,0.87571
902,0.54344,0.45224,0.67803,1.004,0.91521
903,0.6149,0.43203,0.63267,0.94427,0.94358
904,0.6904,0.42163,0.58986,0.88611,0.96177
905,0.76197,0.42461,0.54969,0.83011,0.9712
906,0.82448,0.44473,0.51267,0.7767,0.97317
907,0.87571,0.48475,0.47975,0.72602,0.96906
908,0.91521,0.54344,0.45224,0.67803,0.96079
909,0.94358,0.6149,0.43203,0.63267,0.95042
910,0.96177,0.6904,0.42163,0.58986,0.94019
911,0.9712,0.76197,0.42461,0.54969,0.93314
912,0.97317,0.82448,0.44473,0.51267,0.93254
913,0.96906,0.87571,0.48475,0.47975,0.9413
914,0.96079,0.91521,0.54344,0.45224,0.96164
915,0.95042,0.94358,0.6149,0.43203,0.99261
916,0.94019,0.96177,0.6904,0.42163,1.0308
917,0.93314,0.9712,0.76197,0.42461,1.0699
918,0.93254,0.97317,0.82448,0.44473,1.1027
919,0.9413,0.96906,0.87571,0.48475,1.1253
920,0.96164,0.96079,0.91521,0.54344,1.1373
921,0.99261,0.95042,0.94358,0.6149,1.141
922,1.0308,0.94019,0.96177,0.6904,1.1397
923,1.0699,0.93314,0.9712,0.76197,1.1365
924,1.1027,0.93254,0.97317,0.82448,1.1342
925,1.1253,0.9413,0.96906,0.87571,1.1342
926,1.1373,0.96164,0.96079,0.91521,1.1376
927,1.141,0.99261,0.95042,0.94358,1.144
928,1.1397,1.0308,0.94019,0.96177,1.1526
929,1.1365,1.0699,0.93314,0.9712,1.1616
930,1.1342,1.1027,0.93254,0.97317,1.1685
931,1.1342,1.1253,0.9413,0.96906,1.1702
932,1.1376,1.1373,0.96164,0.96079,1.1626
933,1.144,1.141,0.99261,0.95042,1.1426
934,1.1526,1.1397,1.0308,0.94019,1.1096
935,1.1616,1.1365,1.0699,0.93314,1.0666
936,1.1685,1.1342,1.1027,0.93254,1.0185
937,1.1702,1.1342,1.1253,0.9413,0.96995
938,1.1626,1.1376,1.1373,0.96164,0.92383
939,1.1426,1.144,1.141,0.99261,0.88186
940,1.1096,1.1526,1.1397,1.0308,0.84454
941,1.0666,1.1616,1.1365,1.0699,0.81165
942,1.0185,1.1685,1.1342,1.1027,0.78218
943,0.96995,1.1702,1.1342,1.1253,0.75501
944,0.92383,1.1626,1.1376,1.1373,0.72901
945,0.88186,1.1426,1.144,1.141,0.7035
946,0.84454,1.1096,1.1526,1.1397,0.67799
947,0.81165,1.0666,1.1616,1.1365,0.6529
948,0.78218,1.0185,1.1685,1.1342,0.62912
949,0.75501,0.96995,1.1702,1.1342,0.60821
950,0.72901,0.92383,1.1626,1.1376,0.59278
951,0.7035,0.88186,1.1426,1.144,0.58627
952,0.67799,0.84454,1.1096,1.1526,0.59276
953,0.6529,0.81165,1.0666,1.1616,0.61534
954,0.62912,0.78218,1.0185,1.1685,0.65429
955,0.60821,0.75501,0.96995,1.1702,0.70615
956,0.59278,0.72901,0.92383,1.1626,0.7653
957,0.58627,0.7035,0.88186,1.1426,0.82599
958,0.59276,0.67799,0.84454,1.1096,0.88416
959,0.61534,0.6529,0.81165,1.0666,0.93742
960,0.65429,0.62912,0.78218,1.0185,0.98462
961,0.70615,0.60821,0.75501,0.96995,1.0253
962,0.7653,0.59278,0.72901,0.92383,1.0594
963,0.82599,0.58627,0.7035,0.88186,1.0868
964,0.88416,0.59276,0.67799,0.84454,1.108
965,0.93742,0.61534,0.6529,0.81165,1.1232
966,0.98462,0.65429,0.62912,0.78218,1.133
967,1.0253,0.70615,0.60821,0.75501,1.1386
968,1.0594,0.7653,0.59278,0.72901,1.1418
969,1.0868,0.82599,0.58627,0.7035,1.1445
970,1.108,0.88416,0.59276,0.67799,1.1496
971,1.1232,0.93742,0.61534,0.6529,1.1597
972,1.133,0.98462,0.65429,0.62912,1.176
973,1.1386,1.0253,0.70615,0.60821,1.1978
974,1.1418,1.0594,0.7653,0.59278,1.2211
975,1.1445,1.0868,0.82599,0.58627,1.2389
976,1.1496,1.108,0.88416,0.59276,1.245
977,1.1597,1.1232,0.93742,0.61534,1.2354
978,1.176,1.133,0.98462,0.65429,1.2108
979,1.1978,1.1386,1.0253,0.70615,1.1742
980,1.2211,1.1418,1.0594,0.7653,1.1298
981,1.2389,1.1445,1.0868,0.82599,1.0812
982,1.245,1.1496,1.108,0.88416,1.0314
983,1.2354,1.1597,1.1232,0.93742,0.98268
984,1.2108,1.176,1.133,0.98462,0.93637
985,1.1742,1.1978,1.1386,1.0253,0.89326
986,1.1298,1.2211,1.1418,1.0594,0.85368
987,1.0812,1.2389,1.1445,1.0868,0.81671
988,1.0314,1.245,1.1496,1.108,0.78119
989,0.98268,1.2354,1.1597,1.1232,0.74564
990,0.93637,1.2108,1.176,1.133,0.70917
991,0.89326,1.1742,1.1978,1.1386,0.6716
992,0.85368,1.1298,1.2211,1.1418,0.63375
993,0.81671,1.0812,1.2389,1.1445,0.59755
994,0.78119,1.0314,1.245,1.1496,0.565
995,0.74564,0.98268,1.2354,1.1597,0.53848
996,0.70917,0.93637,1.2108,1.176,0.52047
997,0.6716,0.89326,1.1742,1.1978,0.51383
998,0.63375,0.85368,1.1298,1.2211,0.5216
999,0.59755,0.81671,1.0812,1.2389,0.54586
